Date,Product_ID,Market_Price,Base_Price,Quantity_Demanded
2024-03-30,4,4483.31,4426.31,73
2024-03-31,4,4481.44,4341.44,69
2024-04-01,4,4491.29,4355.29,69
2024-04-02,4,4503.17,4370.17,70
2024-04-03,4,4529.06,4398.06,68
2024-04-04,4,4534.86,4339.86,64
2024-04-05,4,4538.12,4421.12,67
2024-04-06,4,4540.06,4364.06,68
2024-04-07,4,4536.53,4405.53,69
2024-04-08,4,4539.91,4343.91,61
2024-04-09,4,4536.96,4403.96,71
2024-04-10,4,4538.64,4376.64,71
2024-04-11,4,4551.82,4426.82,67
2024-04-12,4,4541.76,4370.76,67
2024-04-13,4,4553.15,4361.15,64
2024-04-14,4,4566.32,4476.32,72
2024-04-15,4,4565.14,4514.14,70
2024-04-16,4,4543.93,4465.93,71
2024-04-17,4,4537.85,4383.85,69
2024-04-18,4,4550.82,4450.82,72
2024-04-19,4,4550.59,4426.59,70
2024-04-20,4,4540.6,4481.6,71
2024-04-21,4,4535.55,4344.55,62
2024-04-22,4,4543.95,4443.95,68
2024-04-23,4,4549.42,4382.42,66
2024-04-24,4,4547.03,4377.03,65
2024-04-25,4,4543.36,4455.36,71
2024-04-26,4,4539.45,4462.45,70
2024-04-27,4,4530.22,4478.22,73
2024-04-28,4,4546.38,4413.38,71
2024-04-29,4,4543.15,4377.15,66
2024-04-30,4,4555.32,4504.32,70
2024-05-01,4,4570.54,4428.54,66
2024-05-02,4,4580.52,4400.52,67
2024-05-03,4,4576.2,4383.2,67
2024-05-04,4,4580.24,4437.24,69
2024-05-05,4,4580.0,4491.0,73
2024-05-06,4,4570.96,4519.96,72
2024-05-07,4,4574.21,4444.21,73
2024-05-08,4,4562.42,4501.42,74
2024-05-09,4,4574.29,4460.29,64
2024-05-10,4,4569.65,4465.65,73
2024-05-11,4,4571.66,4477.66,69
2024-05-12,4,4574.49,4424.49,65
2024-05-13,4,4571.9,4460.9,70
2024-05-14,4,4577.77,4479.77,67
2024-05-15,4,4573.02,4397.02,65
2024-05-16,4,4581.73,4509.73,75
2024-05-17,4,4568.27,4481.27,72
2024-05-18,4,4569.54,4492.54,73
2024-05-19,4,4588.93,4518.93,70
2024-05-20,4,4578.92,4422.92,64
2024-05-21,4,4572.15,4377.15,67
2024-05-22,4,4577.28,4429.28,69
2024-05-23,4,4579.08,4411.08,68
2024-05-24,4,4582.59,4460.59,69
2024-05-25,4,4587.48,4416.48,65
2024-05-26,4,4593.83,4514.83,76
2024-05-27,4,4604.92,4447.92,68
2024-05-28,4,4609.02,4462.02,67
2024-05-29,4,4606.61,4525.61,71
2024-05-30,4,4613.33,4485.33,69
2024-05-31,4,4632.33,4542.33,73
2024-06-01,4,4631.01,4519.01,70
2024-06-02,4,4621.26,4549.26,73
2024-06-03,4,4632.33,4479.33,68
2024-06-04,4,4631.13,4507.13,69
2024-06-05,4,4609.4,4512.4,71
2024-06-06,4,4617.88,4511.88,71
2024-06-07,4,4612.52,4445.52,66
2024-06-08,4,4611.62,4462.62,66
2024-06-09,4,4614.94,4441.94,67
2024-06-10,4,4616.84,4533.84,71
2024-06-11,4,4623.94,4567.94,71
2024-06-12,4,4619.58,4514.58,68
2024-06-13,4,4624.71,4510.71,70
2024-06-14,4,4622.12,4526.12,71
2024-06-15,4,4629.51,4432.51,64
2024-06-16,4,4635.66,4567.66,70
2024-06-17,4,4626.3,4431.3,64
2024-06-18,4,4637.16,4462.16,67
2024-06-19,4,4631.8,4443.8,64
2024-06-20,4,4639.89,4541.89,75
2024-06-21,4,4643.56,4481.56,66
2024-06-22,4,4661.94,4574.94,66
2024-06-23,4,4659.71,4546.71,69
2024-06-24,4,4656.21,4538.21,69
2024-06-25,4,4656.02,4471.02,68
2024-06-26,4,4652.99,4487.99,67
2024-06-27,4,4660.99,4546.99,68
2024-06-28,4,4644.82,4564.82,70
2024-06-29,4,4634.29,4453.29,67
2024-06-30,4,4623.61,4461.61,63
2024-07-01,4,4633.11,4475.11,70
2024-07-02,4,4650.22,4532.22,67
2024-07-03,4,4649.17,4480.17,69
2024-07-04,4,4647.48,4510.48,69
2024-07-05,4,4648.18,4532.18,70
2024-07-06,4,4659.8,4535.8,71
2024-07-07,4,4650.53,4556.53,71
2024-07-08,4,4652.91,4599.91,74
2024-07-09,4,4662.67,4506.67,67
2024-07-10,4,4667.68,4567.68,71
2024-07-11,4,4669.57,4570.57,69
2024-07-12,4,4679.58,4624.58,72
2024-07-13,4,4652.55,4544.55,74
2024-07-14,4,4659.33,4485.33,65
2024-07-15,4,4652.79,4460.79,66
2024-01-01,5,1051.13,861.13,39
2024-01-02,5,1048.03,912.03,39
2024-01-03,5,1053.17,946.17,40
2024-01-04,5,1059.07,960.07,41
2024-01-05,5,1049.81,970.81,38
2024-01-06,5,1050.82,900.82,40
2024-01-07,5,1040.0,966.0,44
2024-01-08,5,1047.89,886.89,36
2024-01-09,5,1049.65,874.65,36
2024-01-10,5,1050.47,878.47,33
2024-01-11,5,1057.06,961.06,41
2024-01-12,5,1054.31,887.31,38
2024-01-13,5,1063.45,975.45,40
2024-01-14,5,1053.96,988.96,44
2024-01-15,5,1068.08,997.08,41
2024-01-16,5,1062.57,959.57,41
2024-01-17,5,1045.61,847.61,33
2024-01-18,5,1042.33,977.33,42
2024-01-19,5,1037.91,929.91,39
2024-01-20,5,1034.55,954.55,41
2024-01-21,5,1036.86,955.86,40
2024-01-22,5,1047.84,989.84,42
2024-01-23,5,1045.92,857.92,37
2024-01-24,5,1039.01,980.01,41
2024-01-25,5,1027.74,961.74,38
2024-01-26,5,1023.06,906.06,43
2024-01-27,5,1004.18,907.18,43
2024-01-28,5,996.93,836.93,34
2024-01-29,5,1009.37,837.37,38
2024-01-30,5,1001.14,803.14,34
2024-01-31,5,1007.43,857.43,38
2024-02-01,5,995.16,844.16,38
2024-02-02,5,1012.87,898.87,39
2024-02-03,5,1031.25,931.25,38
2024-02-04,5,1037.16,952.16,39
2024-02-05,5,1057.07,927.07,37
2024-02-06,5,1060.63,884.63,35
2024-02-07,5,1068.31,931.31,38
2024-02-08,5,1080.93,927.93,36
2024-02-09,5,1082.73,1000.0,42
2024-02-10,5,1067.21,922.21,41
2024-02-11,5,1075.1,903.1,35
2024-02-12,5,1070.38,1000.0,42
2024-02-13,5,1066.4,895.4,37
2024-02-14,5,1069.38,894.38,37
2024-02-15,5,1075.04,969.04,40
2024-02-16,5,1076.55,946.55,40
2024-02-17,5,1082.9,960.9,40
2024-02-18,5,1075.83,885.83,33
2024-02-19,5,1075.41,956.41,41
2024-02-20,5,1083.9,1000.0,43
2024-02-21,5,1101.63,968.63,37
2024-02-22,5,1122.89,1000.0,39
2024-02-23,5,1127.22,1000.0,40
2024-02-24,5,1135.62,1000.0,38
2024-02-25,5,1155.44,1000.0,39
2024-02-26,5,1148.73,1000.0,42
2024-02-27,5,1155.02,1000.0,36
2024-02-28,5,1162.71,1000.0,34
2024-02-29,5,1177.19,1000.0,37
2024-03-01,5,1165.82,1000.0,38
2024-03-02,5,1156.42,1000.0,37
2024-03-03,5,1156.63,1000.0,40
2024-03-04,5,1160.41,1000.0,34
2024-03-05,5,1171.64,1000.0,38
2024-03-06,5,1176.82,1000.0,35
2024-03-07,5,1175.3,998.3,40
2024-03-08,5,1179.47,984.47,39
2024-03-09,5,1182.48,1000.0,34
2024-03-10,5,1199.93,1000.0,34
2024-03-11,5,1200.0,1000.0,37
2024-03-12,5,1197.75,1000.0,34
2024-03-13,5,1200.0,1000.0,35
2024-03-14,5,1200.0,1000.0,35
2024-03-15,5,1188.52,1000.0,32
2024-03-16,5,1188.37,1000.0,36
2024-03-17,5,1187.36,1000.0,34
2024-03-18,5,1181.92,1000.0,35
2024-03-19,5,1192.28,1000.0,38
2024-03-20,5,1184.42,1000.0,33
2024-03-21,5,1188.98,1000.0,37
2024-03-22,5,1187.5,1000.0,35
2024-03-23,5,1188.58,1000.0,35
2024-03-24,5,1192.69,1000.0,37
2024-03-25,5,1179.62,996.62,37
2024-03-26,5,1181.53,1000.0,37
2024-03-27,5,1200.0,1000.0,37
2024-03-28,5,1188.86,992.86,35
2024-03-29,5,1188.28,1000.0,34
2024-03-30,5,1199.51,1000.0,33
2024-03-31,5,1200.0,1000.0,33
2024-04-01,5,1200.0,1000.0,41
2024-04-02,5,1185.65,988.65,38
2024-04-03,5,1191.63,1000.0,33
2024-04-04,5,1184.02,1000.0,33
2024-04-05,5,1187.12,1000.0,37
2024-04-06,5,1186.82,1000.0,37
2024-04-07,5,1200.0,1000.0,36
2024-04-08,5,1200.0,1000.0,34
2024-04-09,5,1200.0,1000.0,35
2024-04-10,5,1198.85,1000.0,36
2024-04-11,5,1200.0,1000.0,35
2024-04-12,5,1200.0,1000.0,31
2024-04-13,5,1200.0,1000.0,35
2024-04-14,5,1200.0,1000.0,33
2024-04-15,5,1196.7,1000.0,36
2024-04-16,5,1200.0,1000.0,41
2024-04-17,5,1200.0,1000.0,36
2024-04-18,5,1200.0,1000.0,34
2024-04-19,5,1200.0,1000.0,37
2024-04-20,5,1200.0,1000.0,36
2024-04-21,5,1200.0,1000.0,36
2024-04-22,5,1200.0,1000.0,36
2024-04-23,5,1200.0,1000.0,39
2024-04-24,5,1200.0,1000.0,33
2024-04-25,5,1200.0,1000.0,36
2024-04-26,5,1200.0,1000.0,33
2024-04-27,5,1200.0,1000.0,36
2024-04-28,5,1200.0,1000.0,33
2024-04-29,5,1200.0,1000.0,34
2024-04-30,5,1200.0,1000.0,34
2024-05-01,5,1200.0,1000.0,37
2024-05-02,5,1200.0,1000.0,37
2024-05-03,5,1200.0,1000.0,33
2024-05-04,5,1200.0,1000.0,35
2024-05-05,5,1200.0,1000.0,34
2024-05-06,5,1200.0,1000.0,32
2024-05-07,5,1200.0,1000.0,35
2024-05-08,5,1200.0,1000.0,34
2024-05-09,5,1200.0,1000.0,40
2024-05-10,5,1200.0,1000.0,36
2024-05-11,5,1200.0,1000.0,32
2024-05-12,5,1200.0,1000.0,34
2024-05-13,5,1200.0,1000.0,37
2024-05-14,5,1200.0,1000.0,39
2024-05-15,5,1200.0,1000.0,32
2024-05-16,5,1200.0,1000.0,31
2024-05-17,5,1200.0,1000.0,39
2024-05-18,5,1200.0,1000.0,36
2024-05-19,5,1200.0,1000.0,33
2024-05-20,5,1200.0,1000.0,36
2024-05-21,5,1200.0,1000.0,30
2024-05-22,5,1200.0,1000.0,35
2024-05-23,5,1200.0,1000.0,36
2024-05-24,5,1200.0,1000.0,37
2024-05-25,5,1200.0,1000.0,33
2024-05-26,5,1200.0,1000.0,35
2024-05-27,5,1200.0,1000.0,33
2024-05-28,5,1200.0,1000.0,36
2024-05-29,5,1200.0,1000.0,33
2024-05-30,5,1200.0,1000.0,34
2024-05-31,5,1200.0,1000.0,33
2024-06-01,5,1200.0,1000.0,36
2024-06-02,5,1200.0,1000.0,37
2024-06-03,5,1200.0,1000.0,35
2024-06-04,5,1197.98,1000.0,35
2024-06-05,5,1196.16,1000.0,32
2024-06-06,5,1197.89,1000.0,35
2024-06-07,5,1200.0,1000.0,35
2024-06-08,5,1200.0,1000.0,40
2024-06-09,5,1200.0,1000.0,33
2024-06-10,5,1200.0,1000.0,38
2024-06-11,5,1200.0,1000.0,37
2024-06-12,5,1200.0,1000.0,36
2024-06-13,5,1200.0,1000.0,39
2024-06-14,5,1200.0,1000.0,36
2024-06-15,5,1200.0,1000.0,36
2024-06-16,5,1200.0,1000.0,35
2024-06-17,5,1200.0,1000.0,37
2024-06-18,5,1200.0,1000.0,37
2024-06-19,5,1200.0,1000.0,34
2024-06-20,5,1200.0,1000.0,32
2024-06-21,5,1196.42,1000.0,35
2024-06-22,5,1187.11,991.11,34
2024-06-23,5,1186.02,1000.0,36
2024-06-24,5,1196.36,1000.0,38
2024-06-25,5,1189.83,1000.0,35
2024-06-26,5,1200.0,1000.0,35
2024-06-27,5,1200.0,1000.0,35
2024-06-28,5,1200.0,1000.0,37
2024-06-29,5,1200.0,1000.0,31
2024-06-30,5,1200.0,1000.0,34
2024-07-01,5,1200.0,1000.0,35
2024-07-02,5,1200.0,1000.0,37
2024-07-03,5,1200.0,1000.0,34
2024-07-04,5,1198.51,1000.0,31
2024-07-05,5,1200.0,1000.0,36
2024-07-06,5,1200.0,1000.0,34
2024-07-07,5,1200.0,1000.0,33
2024-07-08,5,1200.0,1000.0,34
2024-07-09,5,1200.0,1000.0,35
2024-07-10,5,1200.0,1000.0,34
2024-07-11,5,1200.0,1000.0,31
2024-07-12,5,1200.0,1000.0,37
2024-07-13,5,1200.0,1000.0,38
2024-07-14,5,1200.0,1000.0,36
2024-07-15,5,1200.0,1000.0,33
2024-01-01,6,2497.99,2342.99,56
2024-01-02,6,2497.92,2439.92,65
2024-01-03,6,2503.91,2432.91,60
2024-01-04,6,2510.59,2320.59,53
2024-01-05,6,2503.25,2365.25,56
2024-01-06,6,2504.07,2437.07,61
2024-01-07,6,2508.64,2344.64,55
2024-01-08,6,2523.2,2329.2,56
2024-01-09,6,2530.25,2338.25,56
2024-01-10,6,2538.14,2383.14,59
2024-01-11,6,2538.97,2474.97,62
2024-01-12,6,2553.08,2441.08,59
2024-01-13,6,2557.18,2495.18,63
2024-01-14,6,2548.57,2418.57,56
2024-01-15,6,2562.6,2481.6,61
2024-01-16,6,2569.58,2383.58,56
2024-01-17,6,2565.15,2476.15,61
2024-01-18,6,2560.35,2363.35,56
2024-01-19,6,2563.32,2432.32,57
2024-01-20,6,2567.95,2441.95,61
2024-01-21,6,2569.92,2444.92,62
2024-01-22,6,2573.04,2486.04,57
2024-01-23,6,2590.04,2470.04,57
2024-01-24,6,2600.75,2503.75,60
2024-01-25,6,2602.66,2535.66,61
2024-01-26,6,2612.07,2419.07,59
2024-01-27,6,2601.75,2513.75,61
2024-01-28,6,2605.73,2467.73,61
2024-01-29,6,2623.82,2512.82,55
2024-01-30,6,2621.64,2431.64,57
2024-01-31,6,2613.16,2455.16,56
2024-02-01,6,2606.64,2476.64,57
2024-02-02,6,2595.74,2412.74,55
2024-02-03,6,2587.9,2461.9,56
2024-02-04,6,2584.19,2445.19,59
2024-02-05,6,2570.14,2507.14,62
2024-02-06,6,2570.29,2426.29,58
2024-02-07,6,2579.31,2476.31,62
2024-02-08,6,2570.24,2389.24,59
2024-02-09,6,2585.43,2497.43,60
2024-02-10,6,2590.54,2469.54,60
2024-02-11,6,2600.84,2526.84,62
2024-02-12,6,2594.27,2468.27,59
2024-02-13,6,2602.81,2433.81,57
2024-02-14,6,2591.89,2489.89,63
2024-02-15,6,2600.79,2420.79,55
2024-02-16,6,2602.51,2403.51,52
2024-02-17,6,2608.04,2463.04,56
2024-02-18,6,2596.29,2475.29,60
2024-02-19,6,2587.34,2476.34,59
2024-02-20,6,2593.31,2538.31,61
2024-02-21,6,2583.83,2502.83,59
2024-02-22,6,2588.46,2440.46,58
2024-02-23,6,2574.79,2387.79,57
2024-02-24,6,2583.27,2403.27,57
2024-02-25,6,2570.94,2445.94,58
2024-02-26,6,2576.47,2468.47,60
2024-02-27,6,2582.72,2502.72,61
2024-02-28,6,2575.76,2433.76,58
2024-02-29,6,2581.58,2463.58,57
2024-03-01,6,2584.18,2483.18,60
2024-03-02,6,2578.79,2440.79,57
2024-03-03,6,2568.71,2392.71,58
2024-03-04,6,2549.08,2469.08,61
2024-03-05,6,2552.58,2419.58,60
2024-03-06,6,2536.93,2360.93,56
2024-03-07,6,2537.88,2338.88,55
2024-03-08,6,2535.25,2354.25,59
2024-03-09,6,2542.04,2480.04,63
2024-03-10,6,2539.02,2445.02,59
2024-03-11,6,2535.72,2359.72,58
2024-03-12,6,2543.04,2380.04,56
2024-03-13,6,2546.39,2477.39,62
2024-03-14,6,2549.55,2419.55,62
2024-03-15,6,2554.25,2376.25,53
2024-03-16,6,2538.89,2346.89,55
2024-03-17,6,2546.46,2480.46,63
2024-03-18,6,2552.58,2445.58,61
2024-03-19,6,2542.42,2421.42,56
2024-03-20,6,2539.98,2381.98,54
2024-03-21,6,2539.58,2467.58,64
2024-03-22,6,2538.24,2417.24,58
2024-03-23,6,2541.58,2484.58,61
2024-03-24,6,2555.89,2447.89,63
2024-03-25,6,2566.71,2406.71,57
2024-03-26,6,2553.59,2491.59,62
2024-03-27,6,2559.81,2494.81,61
2024-03-28,6,2573.1,2405.1,54
2024-03-29,6,2576.96,2525.96,64
2024-03-30,6,2587.87,2393.87,56
2024-03-31,6,2608.0,2529.0,61
2024-04-01,6,2618.23,2466.23,57
2024-04-02,6,2620.73,2558.73,61
2024-04-03,6,2631.18,2486.18,60
2024-04-04,6,2632.63,2489.63,58
2024-04-05,6,2632.87,2501.87,58
2024-04-06,6,2629.35,2567.35,63
2024-04-07,6,2644.99,2501.99,58
2024-04-08,6,2636.8,2438.8,58
2024-04-09,6,2652.13,2491.13,53
2024-04-10,6,2657.12,2553.12,60
2024-04-11,6,2643.13,2513.13,57
2024-04-12,6,2646.81,2481.81,55
2024-04-13,6,2625.81,2433.81,54
2024-04-14,6,2632.06,2475.06,57
2024-04-15,6,2640.91,2538.91,60
2024-04-16,6,2634.99,2457.99,53
2024-04-17,6,2636.23,2530.23,59
2024-04-18,6,2655.77,2554.77,61
2024-04-19,6,2650.71,2464.71,54
2024-04-20,6,2640.12,2480.12,55
2024-04-21,6,2654.94,2604.94,58
2024-04-22,6,2674.56,2581.56,59
2024-04-23,6,2674.6,2550.6,57
2024-04-24,6,2684.72,2537.72,56
2024-04-25,6,2698.13,2640.13,62
2024-04-26,6,2690.71,2609.71,60
2024-04-27,6,2685.85,2621.85,59
2024-04-28,6,2698.16,2509.16,51
2024-04-29,6,2715.01,2530.01,56
2024-04-30,6,2720.64,2599.64,60
2024-05-01,6,2711.84,2650.84,61
2024-05-02,6,2731.71,2617.71,59
2024-05-03,6,2726.4,2570.4,57
2024-05-04,6,2723.05,2632.05,64
2024-05-05,6,2726.48,2562.48,54
2024-05-06,6,2742.02,2554.02,55
2024-05-07,6,2750.56,2598.56,54
2024-05-08,6,2754.71,2610.71,59
2024-05-09,6,2759.34,2693.34,61
2024-05-10,6,2759.77,2625.77,59
2024-05-11,6,2765.35,2660.35,60
2024-05-12,6,2740.06,2557.06,58
2024-05-13,6,2737.09,2602.09,59
2024-05-14,6,2739.51,2588.51,59
2024-05-15,6,2728.0,2625.0,58
2024-05-16,6,2731.86,2567.86,59
2024-05-17,6,2729.81,2541.81,54
2024-05-18,6,2747.37,2610.37,57
2024-05-19,6,2763.1,2665.1,61
2024-05-20,6,2758.44,2560.44,56
2024-05-21,6,2756.93,2592.93,55
2024-05-22,6,2756.19,2644.19,59
2024-05-23,6,2751.68,2598.68,60
2024-05-24,6,2753.63,2621.63,55
2024-05-25,6,2746.04,2594.04,60
2024-05-26,6,2734.74,2668.74,61
2024-05-27,6,2740.97,2685.97,58
2024-05-28,6,2747.26,2551.26,52
2024-05-29,6,2739.22,2662.22,59
2024-05-30,6,2748.17,2661.17,59
2024-05-31,6,2741.86,2573.86,56
2024-06-01,6,2744.39,2658.39,55
2024-06-02,6,2752.59,2588.59,57
2024-06-03,6,2752.25,2635.25,57
2024-06-04,6,2756.8,2664.8,63
2024-06-05,6,2751.64,2644.64,59
2024-06-06,6,2749.67,2687.67,64
2024-06-07,6,2747.61,2646.61,62
2024-06-08,6,2740.15,2633.15,62
2024-06-09,6,2738.38,2657.38,60
2024-06-10,6,2722.89,2568.89,56
2024-06-11,6,2717.98,2585.98,58
2024-06-12,6,2715.13,2567.13,59
2024-06-13,6,2712.57,2559.57,56
2024-06-14,6,2710.16,2633.16,61
2024-06-15,6,2709.54,2531.54,57
2024-06-16,6,2714.33,2617.33,58
2024-06-17,6,2723.08,2634.08,59
2024-06-18,6,2716.58,2570.58,57
2024-06-19,6,2704.55,2541.55,57
2024-06-20,6,2694.13,2513.13,57
2024-06-21,6,2689.26,2503.26,57
2024-06-22,6,2685.74,2525.74,55
2024-06-23,6,2678.04,2485.04,54
2024-06-24,6,2665.08,2540.08,57
2024-06-25,6,2660.52,2580.52,64
2024-06-26,6,2662.33,2494.33,56
2024-06-27,6,2668.28,2477.28,55
2024-06-28,6,2662.71,2588.71,61
2024-06-29,6,2658.58,2575.58,59
2024-06-30,6,2649.31,2533.31,62
2024-07-01,6,2648.99,2481.99,57
2024-07-02,6,2640.51,2518.51,59
2024-07-03,6,2646.24,2571.24,59
2024-07-04,6,2628.38,2431.38,53
2024-07-05,6,2624.79,2471.79,57
2024-07-06,6,2627.8,2568.8,61
2024-07-07,6,2629.64,2513.64,57
2024-07-08,6,2656.57,2602.57,62
2024-07-09,6,2660.06,2584.06,61
2024-07-10,6,2650.02,2488.02,57
2024-07-11,6,2649.07,2585.07,61
2024-07-12,6,2631.31,2477.31,55
2024-07-13,6,2630.5,2537.5,58
2024-07-14,6,2622.17,2547.17,64
2024-07-15,6,2631.32,2487.32,55
2024-01-01,7,3503.63,3361.63,48
2024-01-02,7,3508.83,3380.83,49
2024-01-03,7,3507.61,3348.61,47
2024-01-04,7,3525.29,3374.29,46
2024-01-05,7,3530.31,3375.31,45
2024-01-06,7,3548.74,3452.74,51
2024-01-07,7,3542.23,3429.23,49
2024-01-08,7,3535.89,3422.89,50
2024-01-09,7,3541.16,3405.16,47
2024-01-10,7,3538.55,3482.55,55
2024-01-11,7,3555.41,3484.41,50
2024-01-12,7,3558.82,3428.82,52
2024-01-13,7,3548.38,3425.38,45
2024-01-14,7,3531.01,3344.01,47
2024-01-15,7,3530.23,3346.23,47
2024-01-16,7,3529.34,3355.34,45
2024-01-17,7,3532.47,3433.47,51
2024-01-18,7,3544.58,3443.58,53
2024-01-19,7,3555.37,3505.37,48
2024-01-20,7,3549.58,3496.58,53
2024-01-21,7,3536.64,3342.64,40
2024-01-22,7,3524.3,3343.3,44
2024-01-23,7,3516.94,3463.94,56
2024-01-24,7,3513.27,3463.27,51
2024-01-25,7,3516.32,3396.32,47
2024-01-26,7,3508.31,3424.31,50
2024-01-27,7,3511.11,3454.11,56
2024-01-28,7,3514.73,3429.73,47
2024-01-29,7,3516.17,3344.17,44
2024-01-30,7,3504.88,3412.88,53
2024-01-31,7,3509.56,3433.56,55
2024-02-01,7,3530.37,3449.37,51
2024-02-02,7,3532.83,3405.83,46
2024-02-03,7,3503.3,3333.3,51
2024-02-04,7,3515.71,3320.71,48
2024-02-05,7,3508.68,3443.68,53
2024-02-06,7,3531.34,3383.34,46
2024-02-07,7,3532.5,3436.5,50
2024-02-08,7,3515.65,3435.65,51
2024-02-09,7,3495.01,3442.01,53
2024-02-10,7,3510.4,3444.4,55
2024-02-11,7,3521.46,3433.46,52
2024-02-12,7,3543.72,3446.72,48
2024-02-13,7,3543.83,3455.83,53
2024-02-14,7,3543.27,3362.27,47
2024-02-15,7,3539.44,3460.44,52
2024-02-16,7,3532.86,3461.86,54
2024-02-17,7,3528.93,3413.93,47
2024-02-18,7,3531.11,3374.11,47
2024-02-19,7,3522.67,3461.67,51
2024-02-20,7,3505.98,3420.98,48
2024-02-21,7,3507.58,3440.58,52
2024-02-22,7,3498.91,3359.91,53
2024-02-23,7,3466.52,3416.52,49
2024-02-24,7,3472.04,3296.04,46
2024-02-25,7,3460.96,3321.96,49
2024-02-26,7,3467.58,3331.58,48
2024-02-27,7,3473.96,3334.96,48
2024-02-28,7,3476.8,3293.8,43
2024-02-29,7,3501.76,3382.76,50
2024-03-01,7,3500.38,3407.38,49
2024-03-02,7,3497.53,3362.53,44
2024-03-03,7,3504.36,3436.36,54
2024-03-04,7,3503.81,3353.81,49
2024-03-05,7,3515.41,3320.41,45
2024-03-06,7,3502.73,3358.73,48
2024-03-07,7,3490.2,3340.2,50
2024-03-08,7,3497.86,3418.86,51
2024-03-09,7,3486.21,3404.21,53
2024-03-10,7,3492.31,3431.31,51
2024-03-11,7,3496.01,3329.01,49
2024-03-12,7,3489.06,3346.06,48
2024-03-13,7,3492.73,3306.73,46
2024-03-14,7,3480.39,3282.39,43
2024-03-15,7,3470.39,3345.39,49
2024-03-16,7,3468.02,3390.02,49
2024-03-17,7,3468.81,3302.81,45
2024-03-18,7,3465.77,3401.77,50
2024-03-19,7,3470.1,3419.1,50
2024-03-20,7,3473.98,3307.98,51
2024-03-21,7,3489.28,3422.28,54
2024-03-22,7,3488.33,3436.33,56
2024-03-23,7,3500.27,3316.27,43
2024-03-24,7,3509.48,3352.48,47
2024-03-25,7,3532.42,3388.42,45
2024-03-26,7,3531.15,3360.15,45
2024-03-27,7,3526.94,3466.94,50
2024-03-28,7,3539.52,3422.52,52
2024-03-29,7,3543.37,3371.37,46
2024-03-30,7,3556.19,3394.19,49
2024-03-31,7,3563.36,3416.36,49
2024-04-01,7,3542.29,3400.29,53
2024-04-02,7,3546.05,3475.05,48
2024-04-03,7,3549.17,3373.17,49
2024-04-04,7,3550.5,3367.5,48
2024-04-05,7,3549.17,3475.17,49
2024-04-06,7,3533.25,3399.25,50
2024-04-07,7,3541.99,3437.99,50
2024-04-08,7,3545.73,3352.73,45
2024-04-09,7,3556.75,3412.75,46
2024-04-10,7,3541.36,3350.36,44
2024-04-11,7,3546.44,3378.44,51
2024-04-12,7,3544.09,3486.09,52
2024-04-13,7,3545.53,3346.53,47
2024-04-14,7,3543.3,3452.3,49
2024-04-15,7,3548.73,3446.73,48
2024-04-16,7,3547.1,3424.1,51
2024-04-17,7,3536.58,3448.58,48
2024-04-18,7,3537.45,3366.45,46
2024-04-19,7,3535.31,3471.31,52
2024-04-20,7,3534.47,3362.47,47
2024-04-21,7,3502.59,3342.59,47
2024-04-22,7,3509.42,3329.42,47
2024-04-23,7,3506.27,3374.27,50
2024-04-24,7,3492.79,3433.79,54
2024-04-25,7,3502.02,3361.02,46
2024-04-26,7,3508.38,3430.38,51
2024-04-27,7,3505.11,3421.11,53
2024-04-28,7,3493.59,3438.59,54
2024-04-29,7,3495.37,3306.37,43
2024-04-30,7,3496.6,3336.6,48
2024-05-01,7,3505.84,3418.84,47
2024-05-02,7,3501.4,3375.4,49
2024-05-03,7,3513.35,3371.35,52
2024-05-04,7,3507.95,3311.95,43
2024-05-05,7,3494.49,3378.49,48
2024-05-06,7,3483.17,3298.17,47
2024-05-07,7,3482.55,3425.55,49
2024-05-08,7,3481.89,3310.89,45
2024-05-09,7,3485.17,3352.17,50
2024-05-10,7,3484.26,3303.26,45
2024-05-11,7,3494.04,3360.04,48
2024-05-12,7,3491.43,3397.43,52
2024-05-13,7,3471.46,3286.46,47
2024-05-14,7,3470.25,3334.25,49
2024-05-15,7,3450.19,3385.19,51
2024-05-16,7,3452.9,3326.9,49
2024-05-17,7,3463.47,3405.47,52
2024-05-18,7,3453.61,3344.61,50
2024-05-19,7,3467.79,3340.79,48
2024-05-20,7,3476.22,3350.22,48
2024-05-21,7,3488.29,3368.29,47
2024-05-22,7,3490.18,3426.18,52
2024-05-23,7,3480.26,3360.26,47
2024-05-24,7,3488.06,3337.06,45
2024-05-25,7,3481.82,3410.82,52
2024-05-26,7,3483.0,3321.0,47
2024-05-27,7,3481.28,3431.28,54
2024-05-28,7,3492.53,3433.53,51
2024-05-29,7,3499.83,3340.83,48
2024-05-30,7,3499.03,3337.03,48
2024-05-31,7,3479.51,3380.51,51
2024-06-01,7,3473.16,3412.16,50
2024-06-02,7,3480.2,3342.2,48
2024-06-03,7,3483.0,3322.0,48
2024-06-04,7,3467.97,3340.97,49
2024-06-05,7,3449.9,3279.9,42
2024-06-06,7,3451.86,3379.86,52
2024-06-07,7,3441.29,3258.29,50
2024-06-08,7,3431.68,3357.68,51
2024-06-09,7,3438.41,3371.41,50
2024-06-10,7,3450.43,3260.43,46
2024-06-11,7,3442.92,3350.92,51
2024-06-12,7,3442.48,3315.48,51
2024-06-13,7,3441.73,3364.73,49
